domain,text,label
starhit.ru,"name_servers: ns1.hsmedia.ru.; org: ""HS Publishing"" LLC; creation_date: 2007-08-28T20:00:00; domain_name: STARHIT.RU; expiration_date: 2017-08-28T21:00:00; name_servers : ns4-cloud.nic.ru.; name_servers : ns4-l2.nic.ru.; name_servers : ns8-cloud.nic.ru.; name_servers : ns8-l2.nic.ru.; name_servers : ns.hsmedia.ru.; registrar: RU-CENTER-RU; status: REGISTERED, DELEGATED, VERIFIED",safe
kdnet.net,name_servers: DNS17.HICHINA.COM; creation_date: 2002-08-24T00:00:00; domain_name: KDNET.NET; expiration_date: 2019-08-24T00:00:00; name_servers : DNS18.HICHINA.COM; referral_url: http://www.net.cn; registrar: HICHINA ZHICHENG TECHNOLOGY LTD.; status: ok https://icann.org/epp#ok; updated_date: 2017-03-24T00:00:00; whois_server: grs-whois.hichina.com,safe
free-torrents.org,"emails: 542874b84rm83upb@5225b4d0pi3627q9.whoisprivacycorp.com; name: Domain Admin; name_servers: NS11.CLOUDNS.NET; org: Whois Privacy Corp.; address: Ocean Centre, Montagu Foreshore; address : East Bay Street; city: Nassau; country: BS; creation_date: 2008-10-13T14:47:04; dnssec: unsigned; domain_name: FREE-TORRENTS.ORG; emails : 542874b8zlee306z@5225b4d0pi3627q9.whoisprivacycorp.com; emails : 542874b80o77q4tu@5225b4d0pi3627q9.whoisprivacycorp.com; expiration_date: 2017-10-13T14:47:04; name_servers : NS12.CLOUDNS.NET; name_servers : NS13.CLOUDNS.NET; name_servers : NS14.CLOUDNS.NET; name_servers : NS.FREE-TORRENTS.ORG; name_servers : NS1.FREE-TORRENTS.ORG; registrar: Internet Domain Service BS Corp; state: New Providence; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2016-10-12T05:05:41; zipcode: N/A",safe
popmech.ru,"name_servers: ns1.imedia.ru.; org: ""Fashion Press""; creation_date: 2005-10-18T20:00:00; domain_name: POPMECH.RU; expiration_date: 2020-10-18T21:00:00; name_servers : ns2.imedia.ru.; name_servers : ns3.imedia.ru.; registrar: RU-CENTER-RU; status: REGISTERED, DELEGATED, VERIFIED",safe
specout.com,"emails: abusecomplaints@markmonitor.com; name: Hostmaster, Amazon Legal Dept.; name_servers: NS-1486.AWSDNS-57.ORG; org: Amazon Technologies, Inc.; address: P.O. Box 8102; city: Reno; country: US; creation_date: 2011-06-13T21:25:39; creation_date : 2011-06-13T14:25:39; dnssec: unsigned; domain_name: SPECOUT.COM; domain_name : specout.com; emails : hostmaster@amazon.com; emails : whoisrequest@markmonitor.com; expiration_date: 2023-06-13T21:25:39; expiration_date : 2023-06-13T14:25:39; name_servers : NS-1700.AWSDNS-20.CO.UK; name_servers : NS-289.AWSDNS-36.COM; name_servers : NS-568.AWSDNS-07.NET; name_servers : ns-568.awsdns-07.net; name_servers : ns-289.awsdns-36.com; name_servers : ns-1486.awsdns-57.org; name_servers : ns-1700.awsdns-20.co.uk; registrar: MarkMonitor, Inc.; state: NV; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited); status : clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited); status : clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited); updated_date: 2018-03-23T18:13:21; updated_date : 2018-03-23T11:13:20; whois_server: whois.markmonitor.com; zipcode: 89507",safe
spreadshirt.de,name: IT Service; org: EuroDNS SA; address: 2 rue Leon Laval; address : Giesserstrasse 27; city: Leudelange; city : Leipzig; country_code: LU; country_code : DE; fax: +352 26372537; fax : +49.341594005149; name : Abraham Thomas; org : sprd.net AG; phone: +352 26372525; phone : +49.341594000; zipcode: L-3372; zipcode : 04229,safe
attask-ondemand.com,"emails: abuse@web.com; name: Workfront, Inc.; name_servers: NS01.ATTASK.COM; org: Workfront, Inc.; address: 3301 N THANKSGIVING WAY STE 100; city: Lehi; country: US; creation_date: 2007-03-20T23:27:42; dnssec: unsigned; domain_name: ATTASK-ONDEMAND.COM; emails : corporatedomains@workfront.com; expiration_date: 2019-03-20T23:27:42; expiration_date : 2019-03-20T04:00:00; name_servers : NS02.ATTASK.COM; registrar: NETWORK SOLUTIONS, LLC.; state: UT; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2012-03-19T16:00:57; updated_date : 2017-03-05T16:51:26; whois_server: whois.networksolutions.com; zipcode: 84043-4129",safe
kuku123.com,"emails: abusecomplaints@markmonitor.com; name: Timothy Alexander Steinert; name_servers: NS4.TAOBAO.COM; org: Zhejiang Taobao Network Limited (浙江淘宝网络有限公司); address: No. 21 Feng Ling Road, Wuchang Street, Yuhang District; city: Hangzhou; country: CN; creation_date: 2007-11-20T00:00:00; creation_date : 2007-11-19T23:31:18; dnssec: unsigned; domain_name: KUKU123.COM; domain_name : kuku123.com; emails : dnsadmin@hk.alibaba-inc.com; expiration_date: 2017-11-20T00:00:00; expiration_date : 2017-11-19T23:31:18; name_servers : NS5.TAOBAO.COM; name_servers : NS6.TAOBAO.COM; name_servers : NS7.TAOBAO.COM; name_servers : ns5.taobao.com; name_servers : ns6.taobao.com; name_servers : ns7.taobao.com; name_servers : ns4.taobao.com; referral_url: http://www.markmonitor.com; registrar: MarkMonitor, Inc.; state: Zhejiang; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited); status : clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited); status : clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited); updated_date: 2015-10-19T00:00:00; updated_date : 2017-05-13T04:00:04; whois_server: whois.markmonitor.com",safe
cbinsights.com,"emails: abuse@1and1.com; name: Anand Sanwal; name_servers: PHIL.NS.CLOUDFLARE.COM; org: CB Information Services, Inc; address: 104 W. 27th Street; address : 3rd Floor; city: New York; country: US; creation_date: 2009-04-27T00:00:00; creation_date : 2009-04-27T18:06:15; dnssec: Unsigned; domain_name: CBINSIGHTS.COM; domain_name : cbinsights.com; emails : anands@gmail.com; expiration_date: 2018-04-27T00:00:00; expiration_date : 2018-04-27T20:06:15; name_servers : ROXY.NS.CLOUDFLARE.COM; referral_url: http://registrar.1and1.info; registrar: 1&1 Internet SE; state: NY; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; status : autoRenewPeriod https://www.icann.org/epp#autoRenewPeriod; updated_date: 2017-04-28T00:00:00; updated_date : 2016-04-28T05:52:07; whois_server: whois.1and1.com; zipcode: 10001",safe
mylovewebs.com,"name_servers: F1G1NS1.DNSPOD.NET; creation_date: 2008-08-15T00:00:00; domain_name: MYLOVEWEBS.COM; expiration_date: 2017-08-15T00:00:00; name_servers : F1G1NS2.DNSPOD.NET; referral_url: http://www.ename.net; registrar: ENAME TECHNOLOGY CO., LTD.; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2017-01-20T00:00:00; whois_server: whois.ename.com",safe
photoshop.cc,"emails: abuse@name.com; name_servers: NS1.DIMOFINF.NET; creation_date: 2010-04-19T08:38:21; dnssec: unsigned; domain_name: PHOTOSHOP.CC; expiration_date: 2020-04-19T08:38:21; name_servers : NS2.DIMOFINF.NET; name_servers : NS3.DIMOFINF.NET; registrar: Name.com, Inc.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2019-02-21T06:25:03; whois_server: whois.name.com",safe
listenonrepeat.com,"emails: abuse@godaddy.com; name: Registration Private; name_servers: NS-1080.AWSDNS-07.ORG; org: Domains By Proxy, LLC; address: DomainsByProxy.com; address : 14455 N. Hayden Road; city: Scottsdale; country: US; creation_date: 2012-05-30T15:27:18; dnssec: unsigned; domain_name: LISTENONREPEAT.COM; emails : LISTENONREPEAT.COM@domainsbyproxy.com; expiration_date: 2022-05-30T15:27:18; name_servers : NS-1688.AWSDNS-19.CO.UK; name_servers : NS-451.AWSDNS-56.COM; name_servers : NS-883.AWSDNS-46.NET; registrar: GoDaddy.com, LLC; state: Arizona; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientRenewProhibited https://icann.org/epp#clientRenewProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited; status : clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; updated_date: 2017-03-28T20:25:28; updated_date : 2017-03-28T20:25:26; whois_server: whois.godaddy.com; zipcode: 85260",safe
arbonne.com,"emails: domainabuse@cscglobal.com; name: Domain Adminstrator; name_servers: NS0.DNSMADEEASY.COM; org: Arbonne International, LLC; address: 9400 Jeronimo Pkwy; city: Irvine; country: US; creation_date: 1997-01-18T00:00:00; creation_date : 1997-01-18T05:00:00; dnssec: unsigned; domain_name: ARBONNE.COM; domain_name : arbonne.com; emails : domains@arbonne.com; expiration_date: 2019-01-19T00:00:00; expiration_date : 2019-01-19T05:00:00; name_servers : NS1.DNSMADEEASY.COM; name_servers : NS2.DNSMADEEASY.COM; name_servers : NS3.DNSMADEEASY.COM; name_servers : NS4.DNSMADEEASY.COM; name_servers : ns3.dnsmadeeasy.com; name_servers : ns4.dnsmadeeasy.com; name_servers : ns2.dnsmadeeasy.com; name_servers : ns0.dnsmadeeasy.com; name_servers : ns1.dnsmadeeasy.com; referral_url: http://www.cscglobal.com/global/web/csc/digital-brand-services.html; registrar: CSC CORPORATE DOMAINS, INC.; state: CA; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited; status : serverTransferProhibited https://icann.org/epp#serverTransferProhibited; status : serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited; status : serverTransferProhibited http://www.icann.org/epp#serverTransferProhibited; status : serverDeleteProhibited http://www.icann.org/epp#serverDeleteProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : serverUpdateProhibited http://www.icann.org/epp#serverUpdateProhibited; updated_date: 2017-01-15T00:00:00; updated_date : 2017-01-15T06:44:17; whois_server: whois.corporatedomains.com; zipcode: 92618",safe
tvquran.com,"emails: abuse@name.com; name: Whois Agent; name_servers: NS1BCP.NAME.COM; org: Domain Protection Services, Inc.; address: PO Box 1769; city: Denver; country: US; creation_date: 2008-05-13T19:52:04; dnssec: unsigned; dnssec : unSigned; domain_name: TVQURAN.COM; emails : tvquran.com@protecteddomainservices.com; expiration_date: 2019-05-13T19:52:04; name_servers : NS2FGP.NAME.COM; name_servers : NS3QTY.NAME.COM; name_servers : NS4GHM.NAME.COM; name_servers : ns1bcp.name.com; name_servers : ns2fgp.name.com; name_servers : ns3qty.name.com; name_servers : ns4ghm.name.com; registrar: Name.com, Inc.; state: CO; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2016-05-13T11:19:58; whois_server: whois.name.com; zipcode: 80201",safe
immediategranimator.org,emails: abuse@netim.com; name: REDACTED FOR PRIVACY; name_servers: aria.ns.cloudflare.com; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: GB; creation_date: 2023-03-24T16:12:27; dnssec: unsigned; domain_name: immediategranimator.org; expiration_date: 2024-03-24T16:12:27; name_servers : keaton.ns.cloudflare.com; registrar: NETIM SARL; status: ok https://icann.org/epp#ok; updated_date: 2023-12-21T10:56:53; whois_server: http://whois.netim.com; zipcode: REDACTED FOR PRIVACY,malicious
pko-bp.club,"emails: abuse@namesilo.com; name: REDACTED FOR PRIVACY; name_servers: ns1.dnsowl.com; org: PrivacyGuardian.org llc; address: REDACTED FOR PRIVACY; address : 1928 E. Highland Ave. Ste F104 PMB# 255; city: REDACTED FOR PRIVACY; city : Phoenix; country: US; creation_date: 2024-02-03T10:02:48; creation_date : 2024-02-03T07:00:00; dnssec: unsigned; domain_name: pko-bp.club; emails : pw-9c6a52d04029d0ff2024907e139e51fa@privacyguardian.org; expiration_date: 2025-02-03T10:02:48; expiration_date : 2025-02-03T07:00:00; name : Domain Administrator; name_servers : ns3.dnsowl.com; name_servers : ns2.dnsowl.com; name_servers : NS1.DNSOWL.COM; name_servers : NS2.DNSOWL.COM; name_servers : NS3.DNSOWL.COM; registrar: NameSilo, LLC; state: AZ; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2024-02-08T10:02:48; updated_date : 2024-07-18T07:00:00; whois_server: whois.namesilo.com; zipcode: REDACTED FOR PRIVACY; zipcode : 85016",malicious
techthesolution.com,emails: rtr-security-threats@realtimeregister.com; name: REDACTED FOR PRIVACY; name_servers: NS1.DNS-PARKING.COM; org: REDACTED FOR PRIVACY; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: NL; creation_date: 2022-07-26T05:59:25; dnssec: unsigned; dnssec : not; domain_name: TECHTHESOLUTION.COM; domain_name : techthesolution.com; emails : abuse@hostinger.com; expiration_date: 2025-07-26T05:59:25; name_servers : NS2.DNS-PARKING.COM; name_servers : ns1.dns-parking.com; name_servers : ns2.dns-parking.com; registrar: REALTIME REGISTER B.V.; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2024-06-29T06:01:55; updated_date : 2024-07-02T05:00:13; whois_server: whois.yoursrs.com; zipcode: REDACTED FOR PRIVACY,malicious
auta-grabska.pl,"name_servers: norman.ns.cloudflare.com. 
                       serena.ns.cloudflare.com.; creation_date: 2023-12-01T20:35:06; domain_name: auta-grabska.pl; expiration_date: 2024-12-01T20:35:06; registrar: AZ.pl Sp. z o.o.; updated_date: 2023-12-02T11:56:16",malicious
revfrv.pixipl.xyz,emails: abuse@regtons.com; name: Not Disclosed Not Disclosed; name_servers: NS.GRANSY.COM; address: Not Disclosed; city: Not Disclosed; country: UA; creation_date: 2024-02-15T15:03:02; creation_date : 2024-02-15T00:00:00; dnssec: unsigned; domain_name: PIXIPL.XYZ; domain_name : pixipl.xyz; emails : webproxy@whoisprotection.domains; expiration_date: 2025-02-15T23:59:59; expiration_date : 2025-02-16T00:00:00; name_servers : NS2.GRANSY.COM; name_servers : NS3.GRANSY.COM; name_servers : NS4.GRANSY.COM; name_servers : NS5.GRANSY.COM; name_servers : ns.gransy.com; name_servers : ns2.gransy.com; name_servers : ns3.gransy.com; name_servers : ns4.gransy.com; name_servers : ns5.gransy.com; registrar: GRANSY S.R.O D/B/A SUBREG.CZ; status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited; status : https://www.icann.org/epp#; updated_date: 2024-03-13T17:01:32; updated_date : 0000-00-00T00:00:00Z; whois_server: whois.regtons.com; zipcode: Not Disclosed,malicious
axionlab.com,emails: registrar-abuse@google.com; name: Contact Privacy Inc. Customer 7151571251; name_servers: NS1.DIGITALOCEAN.COM; org: Contact Privacy Inc. Customer 7151571251; address: 96 Mowat Ave; city: Toronto; country: CA; creation_date: 2015-05-25T18:03:17; dnssec: unsigned; domain_name: AXIONLAB.COM; domain_name : axionlab.com; expiration_date: 2023-05-25T18:03:17; name_servers : NS2.DIGITALOCEAN.COM; name_servers : NS3.DIGITALOCEAN.COM; registrar: Google LLC; state: ON; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2022-05-25T21:09:51; whois_server: whois.google.com; zipcode: M4K 3K1,malicious
hearkenedb.pl,creation_date: 2022-08-03T09:25:38; domain_name: hearkenedb.pl is undergoing proceeding; expiration_date: 2023-08-03T09:25:38; registrar: PERSKIMEDIA Szymon Perski; updated_date: 2022-08-05T16:38:49,malicious
buudr.ximprrove.top,"emails: abuse@namesilo.com; name: REDACTED FOR PRIVACY; name_servers: ns2.dnsowl.com; org: PrivacyGuardian.org llc; address: REDACTED FOR PRIVACY; address : 1928 E. Highland Ave. Ste F104 PMB# 255; city: REDACTED FOR PRIVACY; city : Phoenix; country: US; creation_date: 2024-03-27T08:37:22; creation_date : 2024-03-27T07:00:00; dnssec: unsigned; domain_name: ximprrove.top; emails : pw-3ea02d0cbefb180830cf4a77c74bcf24@privacyguardian.org; expiration_date: 2025-03-27T08:37:22; expiration_date : 2025-03-27T07:00:00; name_servers : ns1.dnsowl.com; name_servers : ns3.dnsowl.com; name_servers : NS1.DNSOWL.COM; name_servers : NS2.DNSOWL.COM; name_servers : NS3.DNSOWL.COM; registrar: NameSilo, LLC; state: AZ; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; updated_date: 2024-03-27T08:58:59; updated_date : 2024-03-27T07:00:00; whois_server: whois.namesilo.com; zipcode: REDACTED FOR PRIVACY; zipcode : 85016",malicious
80daeeb033de509998fb9045245f9c38.serswise.pl,"name_servers: chelsea.ns.cloudflare.com. 
                       nico.ns.cloudflare.com.; creation_date: 2023-04-10T21:27:25; domain_name: serswise.pl; expiration_date: 2024-04-10T21:27:25; registrar: Domena.pl sp. z o.o.; updated_date: 2023-05-13T06:16:46",malicious
1.dasdasw.com,emails: compliance_abuse@webnic.cc; name: Andrew Smith; name_servers: BOYD.NS.CLOUDFLARE.COM; org: Coolio INC; address: 91 Manor Road; city: London; country: gb; creation_date: 2023-08-23T02:37:00; creation_date : 2023-08-23T02:37:01; dnssec: unsigned; domain_name: DASDASW.COM; emails : asmith247@proton.me; expiration_date: 2024-08-23T02:37:00; name_servers : INES.NS.CLOUDFLARE.COM; registrar: WEBCC; state: Angus; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; status : clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited; status : clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited; status : clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited; updated_date: 2023-10-09T09:54:35; whois_server: whois.webnic.cc; zipcode: EC58 7VO,malicious
www.iemqualifiers.com,emails: abuse@reg.ru; name: Sergey Kamilov; name_servers: LAURA.NS.CLOUDFLARE.COM; org: Private Person; address: Frrolova 12; city: Moscow; country: RU; creation_date: 2022-11-29T00:54:24; dnssec: unsigned; dnssec : Unsigned; domain_name: IEMQUALIFIERS.COM; emails : kellimiller5y@rambler.ru; expiration_date: 2023-11-29T00:54:24; name_servers : YAHIR.NS.CLOUDFLARE.COM; name_servers : laura.ns.cloudflare.com; name_servers : yahir.ns.cloudflare.com; registrar: Registrar of domain names REG.RU LLC; state: Moscow; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2022-11-29T00:57:37; whois_server: whois.reg.com; zipcode: 101103,malicious
wojewodzkakronika.098.pl,creation_date: 2007-10-01T18:02:24; domain_name: 098.pl; expiration_date: 2019-10-01T18:02:24; updated_date: 2018-09-17T07:19:10,malicious
www.payolx68.info,emails: abuse@reg.ru; name: Kuyk Opuiuik; name_servers: NS1.REG.RU; org: Private Person; address: Moscow 526; city: Moscow; country: RU; creation_date: 2021-07-18T07:23:40; domain_name: PAYOLX68.INFO; emails : adoni@singmails.com; expiration_date: 2022-07-18T07:23:40; name_servers : NS2.REG.RU; name_servers : ns1.reg.ru; name_servers : ns2.reg.ru; registrar: Registrar of domain names REG.RU LLC; state: Moscow; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : serverTransferProhibited https://icann.org/epp#serverTransferProhibited; status : addPeriod https://icann.org/epp#addPeriod; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; status : serverTransferProhibited http://www.icann.org/epp#serverTransferProhibited; status : addPeriod http://www.icann.org/epp#addPeriod; updated_date: 2021-07-18T20:27:11; whois_server: whois.reg.com; zipcode: 101000,malicious
www.selfiepitch.com,emails: abuse-complaints@squarespace.com; name: REDACTED FOR PRIVACY; name_servers: NS1.DIGITALOCEAN.COM; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: US; creation_date: 2022-08-21T22:50:05; dnssec: unsigned; domain_name: SELFIEPITCH.COM; domain_name : selfiepitch.com; expiration_date: 2024-08-21T22:50:05; name_servers : NS2.DIGITALOCEAN.COM; name_servers : NS3.DIGITALOCEAN.COM; name_servers : ns3.digitalocean.com; name_servers : ns1.digitalocean.com; name_servers : ns2.digitalocean.com; registrar: Squarespace Domains II LLC; state: MI; status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited; status : clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited; updated_date: 2024-05-17T02:47:31; updated_date : 2024-05-17T02:47:31.728531; whois_server: whois.squarespace.domains; zipcode: REDACTED FOR PRIVACY,malicious
www.ciekaweczyco.online,"name_servers: DNS1.REGISTRAR-SERVERS.COM; admin_email: Please query the RDDS service of the Registrar of Record identified in this output for information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.; admin_email : 459e83e0280d42299bddc1ce06324ce1.protect@withheldforprivacy.com; billing_email: Please query the RDDS service of the Registrar of Record identified in this output for information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.; creation_date: 2021-12-20T20:22:25; dnssec: unsigned; domain__id: D265181497-CNIC; domain_name: CIEKAWECZYCO.ONLINE; domain_name : ciekaweczyco.online; expiration_date: 2022-12-20T23:59:59; name_servers : DNS2.REGISTRAR-SERVERS.COM; name_servers : dns1.registrar-servers.com; name_servers : dns2.registrar-servers.com; registrant_email: Please query the RDDS service of the Registrar of Record identified in this output for information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.; registrant_email : 459e83e0280d42299bddc1ce06324ce1.protect@withheldforprivacy.com; registrar: NAMECHEAP INC; registrar_id: 1068; registrar_url: https://namecheap.com; registrar_url : http://www.namecheap.com; status: serverHold https://icann.org/epp#serverHold; status : clientHold https://icann.org/epp#clientHold; status : clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : serverTransferProhibited https://icann.org/epp#serverTransferProhibited; tech_email: Please query the RDDS service of the Registrar of Record identified in this output for information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.; tech_email : 459e83e0280d42299bddc1ce06324ce1.protect@withheldforprivacy.com; updated_date: 2022-01-13T12:26:50; updated_date : 0001-01-01T00:00:00; whois_server: whois.namecheap.com",malicious
19fd37a8d3c7dab86568ee2db092cb6f.wpislag.pl,"name_servers: bryce.ns.cloudflare.com. 
                       jen.ns.cloudflare.com.; creation_date: 2023-06-01T14:40:45; domain_name: wpislag.pl; expiration_date: 2024-06-01T14:40:45; registrar: Domena.pl sp. z o.o.; updated_date: 2023-06-02T14:18:12",malicious
platnosci-app.kontopayntf.co.pl,creation_date: 1997-10-29T12:00:00; creation_date : 2016-12-06T02:42:52; domain_name: co.pl; expiration_date: 2023-01-01T13:00:00; updated_date: 2017-05-05T08:57:47; updated_date : 2012-04-06T00:00:00,malicious
steancomnunytu.ru,"creation_date: 2021-07-27T17:18:02; domain_name: STEANCOMNUNYTU.RU; expiration_date: 2022-07-27T17:18:02; registrar: FE-RU; status: REGISTERED, NOT DELEGATED, UNVERIFIED",malicious
heaturbtt.com,emails: abuse-contact@publicdomainregistry.com; name: Hfgk33; name_servers: THEA.NS.CLOUDFLARE.COM; org: Hfgk33; address: Hfgk33 Hfgk33 Hfgk33; city: Pldkdkemekd; country: UA; creation_date: 2023-06-02T08:57:17; dnssec: unsigned; dnssec : Unsigned; domain_name: HEATURBTT.COM; emails : sajdfccdbwcsqww@outlook.com; expiration_date: 2024-06-02T08:57:17; name_servers : VALENTIN.NS.CLOUDFLARE.COM; name_servers : thea.ns.cloudflare.com; name_servers : valentin.ns.cloudflare.com; registrar: PDR Ltd. d/b/a PublicDomainRegistry.com; state: Kiev Oblast; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2023-06-02T08:57:17; updated_date : 2023-06-02T08:57:19; whois_server: whois.publicdomainregistry.com; zipcode: 09118,malicious
www.inpost-polska-mj.ordernew3124121.info,emails: abuse@namecheap.com; name: REDACTED FOR PRIVACY; name_servers: ns2.dns-select-service.com; org: Privacy service provided by Withheld for Privacy ehf; address: REDACTED FOR PRIVACY; address : Kalkofnsvegur 2; city: REDACTED FOR PRIVACY; city : Reykjavik; country: IS; creation_date: 2022-07-12T23:22:52; creation_date : 2022-07-12T23:22:52.260000; domain_name: ordernew3124121.info; emails : 89b97f084cc14910b39be36303dbd827.protect@withheldforprivacy.com; expiration_date: 2023-07-12T23:22:52; name : Redacted for Privacy; name_servers : ns1.dns-select-service.com; registrar: NAMECHEAP INC; state: Capital Region; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; updated_date: 2022-07-17T23:23:37; updated_date : 0001-01-01T00:00:00; whois_server: whois.namecheap.com; zipcode: REDACTED FOR PRIVACY; zipcode : 101,malicious
www.posswiectylkonatochwile.club,emails: abuse@namecheap.com; name: REDACTED FOR PRIVACY; name_servers: dns2.registrar-servers.com; org: Privacy service provided by Withheld for Privacy ehf; address: REDACTED FOR PRIVACY; address : Kalkofnsvegur 2; city: REDACTED FOR PRIVACY; city : Reykjavik; country: IS; creation_date: 2021-04-08T21:46:41; creation_date : 2021-04-08T21:46:41.960000; dnssec: unsigned; domain_name: posswiectylkonatochwile.club; emails : 4b426942d1d04b2ea283626ee250e60c.protect@withheldforprivacy.com; expiration_date: 2022-04-08T21:46:41; expiration_date : 2022-04-08T21:46:41.960000; name : Withheld for Privacy Purposes; name_servers : dns1.registrar-servers.com; registrar: NAMECHEAP INC; state: Capital Region; status: ok https://icann.org/epp#ok; status : addPeriod https://icann.org/epp#addPeriod; updated_date: 0001-01-01T00:00:00; whois_server: whois.namecheap.com; zipcode: REDACTED FOR PRIVACY; zipcode : 101,malicious
singlemonitor.com,"emails: compliance@domain-inc.net; name: REDACTED FOR PRIVACY; name_servers: NS1.DIGITALOCEAN.COM; org: REDACTED FOR PRIVACY; address: REDACTED FOR PRIVACY; city: REDACTED FOR PRIVACY; country: TR; creation_date: 2018-08-10T19:00:07; dnssec: unsigned; domain_name: SINGLEMONITOR.COM; emails : support@mydomain-inc.com; expiration_date: 2024-08-10T19:00:07; name_servers : NS2.DIGITALOCEAN.COM; name_servers : ns1.digitalocean.com; name_servers : ns2.digitalocean.com; registrar: Domain.com, LLC; state: besiktas; status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited; status : clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited; updated_date: 2024-04-21T08:49:08; updated_date : 2024-04-21T08:49:05; whois_server: whois.domain.com; zipcode: REDACTED FOR PRIVACY",malicious
